,train_size,loss,test_spearman,test_pearson,test_mse
13545,850,bradley_terry,1.000,0.450,1176.717
13546,850,mse,0.865,0.826,0.330
13547,850,bradley_terry,1.000,0.447,1313.099
13548,850,mse,0.802,0.982,0.042
13549,850,bradley_terry,1.000,0.445,395.736
13550,850,mse,0.750,0.948,0.103
13551,850,bradley_terry,1.000,0.449,551.104
13552,850,mse,0.794,0.984,0.032
13553,850,bradley_terry,1.000,0.452,448.228
13554,850,mse,0.801,0.979,0.044
13555,850,bradley_terry,1.000,0.447,1119.156
13556,850,mse,0.777,0.941,0.115
13557,850,bradley_terry,1.000,0.426,729.642
13558,850,mse,0.755,0.924,0.153
13559,850,bradley_terry,1.000,0.444,699.946
13560,850,mse,0.743,0.959,0.084
13561,850,bradley_terry,1.000,0.434,667.912
13562,850,mse,0.698,0.949,0.136
13563,850,bradley_terry,1.000,0.445,1116.972
13564,850,mse,0.815,0.980,0.040
13565,850,bradley_terry,1.000,0.445,641.121
13566,850,mse,0.783,0.981,0.038
13567,850,bradley_terry,1.000,0.448,1792.660
13568,850,mse,0.661,0.949,0.106
13569,850,bradley_terry,0.999,0.438,402.455
13570,850,mse,0.752,0.931,0.135
13571,850,bradley_terry,1.000,0.443,986.720
13572,850,mse,0.795,0.935,0.136
13573,850,bradley_terry,1.000,0.439,436.639
13574,850,mse,0.797,0.950,0.105
13575,850,bradley_terry,1.000,0.446,752.339
13576,850,mse,0.849,0.914,0.172
13577,850,bradley_terry,1.000,0.450,1053.280
13578,850,mse,0.771,0.973,0.054
13579,850,bradley_terry,0.999,0.441,590.156
13580,850,mse,0.811,0.979,0.046
13581,850,bradley_terry,0.998,0.438,217.759
13582,850,mse,0.870,0.988,0.025
13583,850,bradley_terry,0.999,0.443,238.693
13584,850,mse,0.850,0.860,0.261
13585,850,bradley_terry,1.000,0.442,676.989
13586,850,mse,0.779,0.814,0.363
13587,850,bradley_terry,1.000,0.445,783.495
13588,850,mse,0.818,0.991,0.021
13589,850,bradley_terry,1.000,0.447,1000.824
13590,850,mse,0.808,0.978,0.045
13591,850,bradley_terry,1.000,0.439,473.049
13592,850,mse,0.804,0.973,0.054
13593,850,bradley_terry,1.000,0.452,1031.786
13594,850,mse,0.874,0.807,0.358
13595,850,bradley_terry,1.000,0.442,888.916
13596,850,mse,0.749,0.969,0.066
13597,850,bradley_terry,1.000,0.443,502.593
13598,850,mse,0.823,0.975,0.051
13599,850,bradley_terry,1.000,0.442,397.330
13600,875,mse,0.843,0.948,0.101
13601,875,bradley_terry,0.999,0.440,649.670
13602,875,mse,0.858,0.983,0.035
13603,875,bradley_terry,1.000,0.449,519.292
13604,875,mse,0.906,0.881,0.235
13605,875,bradley_terry,1.000,0.440,253.327
13606,875,mse,0.735,0.933,0.142
13607,875,bradley_terry,0.999,0.443,334.825
13608,875,mse,0.760,0.911,0.183
13609,875,bradley_terry,1.000,0.441,1504.922
13610,875,mse,0.805,0.994,0.012
13611,875,bradley_terry,0.999,0.447,392.433
13612,875,mse,0.847,0.974,0.052
13613,875,bradley_terry,1.000,0.439,1143.671
13614,875,mse,0.742,0.945,0.109
13615,875,bradley_terry,1.000,0.440,1848.483
13616,875,mse,0.861,0.930,0.154
13617,875,bradley_terry,1.000,0.441,589.193
13618,875,mse,0.762,0.867,0.252
13619,875,bradley_terry,1.000,0.450,457.297
13620,875,mse,0.853,0.978,0.045
13621,875,bradley_terry,1.000,0.443,520.541
13622,875,mse,0.838,0.992,0.017
13623,875,bradley_terry,1.000,0.452,803.664
13624,875,mse,0.808,0.974,0.060
13625,875,bradley_terry,1.000,0.444,932.838
13626,875,mse,0.704,0.960,0.090
13627,875,bradley_terry,1.000,0.446,466.315
13628,875,mse,0.839,0.935,0.136
13629,875,bradley_terry,0.999,0.448,154.125
13630,875,mse,0.769,0.907,0.179
13631,875,bradley_terry,1.000,0.438,2535.277
13632,875,mse,0.855,0.819,0.338
13633,875,bradley_terry,1.000,0.448,495.206
13634,875,mse,0.764,0.919,0.162
13635,875,bradley_terry,0.999,0.445,347.083
13636,875,mse,0.779,0.924,0.155
13637,875,bradley_terry,1.000,0.442,510.064
13638,875,mse,0.874,0.887,0.224
13639,875,bradley_terry,1.000,0.446,1134.441
13640,875,mse,0.730,0.735,0.462
13641,875,bradley_terry,0.999,0.446,2585.869
13642,875,mse,0.782,0.984,0.034
13643,875,bradley_terry,0.999,0.441,426.511
13644,875,mse,0.725,0.956,0.094
13645,875,bradley_terry,1.000,0.443,1272.474
13646,875,mse,0.806,0.982,0.040
13647,875,bradley_terry,0.999,0.441,465.803
13648,875,mse,0.752,0.927,0.173
13649,875,bradley_terry,0.999,0.442,233.059
13650,875,mse,0.751,0.944,0.111
13651,875,bradley_terry,1.000,0.449,282.558
13652,875,mse,0.788,0.904,0.196
13653,875,bradley_terry,1.000,0.439,751.921
13654,875,mse,0.818,0.876,0.246
13655,875,bradley_terry,1.000,0.449,842.769
13656,875,mse,0.803,0.900,0.197
13657,875,bradley_terry,0.992,0.433,644.621
13658,875,mse,0.761,0.991,0.019
13659,875,bradley_terry,1.000,0.438,1510.646
13660,875,mse,0.792,0.928,0.142
13661,875,bradley_terry,1.000,0.443,701.009
13662,875,mse,0.750,0.911,0.171
13663,875,bradley_terry,1.000,0.445,508.293
13664,875,mse,0.709,0.973,0.055
13665,875,bradley_terry,1.000,0.442,892.142
13666,875,mse,0.833,0.973,0.055
13667,875,bradley_terry,1.000,0.445,706.639
13668,875,mse,0.779,0.916,0.164
13669,875,bradley_terry,1.000,0.441,253.175
13670,875,mse,0.860,0.955,0.090
13671,875,bradley_terry,1.000,0.449,980.194
13672,875,mse,0.812,0.838,0.306
13673,875,bradley_terry,1.000,0.447,1266.354
13674,875,mse,0.674,0.936,0.124
13675,875,bradley_terry,1.000,0.446,1411.712
13676,875,mse,0.839,0.870,0.254
13677,875,bradley_terry,0.999,0.440,550.256
13678,875,mse,0.784,0.908,0.190
13679,875,bradley_terry,1.000,0.441,1002.679
13680,875,mse,0.759,0.956,0.087
13681,875,bradley_terry,1.000,0.439,2781.658
13682,875,mse,0.860,0.845,0.297
13683,875,bradley_terry,1.000,0.447,1044.352
13684,875,mse,0.857,0.882,0.229
13685,875,bradley_terry,1.000,0.451,554.838
13686,875,mse,0.787,0.962,0.076
13687,875,bradley_terry,1.000,0.446,1072.703
13688,875,mse,0.665,0.947,0.104
13689,875,bradley_terry,1.000,0.447,595.807
13690,875,mse,0.837,0.974,0.060
13691,875,bradley_terry,1.000,0.449,681.319
13692,875,mse,0.838,0.987,0.028
13693,875,bradley_terry,1.000,0.441,780.263
13694,875,mse,0.700,0.931,0.142
13695,875,bradley_terry,1.000,0.442,1548.424
13696,875,mse,0.827,0.978,0.044
13697,875,bradley_terry,1.000,0.454,689.741
13698,875,mse,0.670,0.932,0.133
13699,875,bradley_terry,1.000,0.447,1449.250
13700,875,mse,0.775,0.962,0.077
13701,875,bradley_terry,1.000,0.445,2177.445
13702,875,mse,0.792,0.944,0.111
13703,875,bradley_terry,1.000,0.444,340.747
13704,875,mse,0.835,0.980,0.040
13705,875,bradley_terry,1.000,0.444,917.062
13706,875,mse,0.855,0.966,0.072
13707,875,bradley_terry,1.000,0.440,1091.372
13708,875,mse,0.833,0.978,0.043
13709,875,bradley_terry,1.000,0.442,1043.119
13710,875,mse,0.828,0.978,0.046
13711,875,bradley_terry,1.000,0.449,599.984
13712,875,mse,0.825,0.965,0.074
13713,875,bradley_terry,0.999,0.442,474.341
13714,875,mse,0.821,0.966,0.082
13715,875,bradley_terry,1.000,0.441,923.825
13716,875,mse,0.816,0.936,0.132
13717,875,bradley_terry,1.000,0.447,1517.706
13718,875,mse,0.815,0.983,0.037
13719,875,bradley_terry,1.000,0.439,1376.689
13720,875,mse,0.874,0.988,0.027
13721,875,bradley_terry,1.000,0.447,809.447
13722,875,mse,0.725,0.920,0.158
13723,875,bradley_terry,1.000,0.447,888.328
13724,875,mse,0.866,0.836,0.338
13725,875,bradley_terry,1.000,0.451,1066.751
13726,875,mse,0.843,0.968,0.069
13727,875,bradley_terry,1.000,0.450,441.476
13728,875,mse,0.859,0.987,0.028
13729,875,bradley_terry,1.000,0.445,938.124
13730,875,mse,0.813,0.916,0.167
13731,875,bradley_terry,1.000,0.439,1713.136
13732,875,mse,0.698,0.974,0.053
13733,875,bradley_terry,1.000,0.450,1127.429
13734,875,mse,0.664,0.944,0.114
13735,875,bradley_terry,1.000,0.448,598.604
13736,875,mse,0.809,0.967,0.076
13737,875,bradley_terry,0.999,0.437,565.363
13738,875,mse,0.702,0.957,0.084
13739,875,bradley_terry,0.989,0.434,121.017
13740,875,mse,0.821,0.913,0.167
13741,875,bradley_terry,1.000,0.445,1613.535
13742,875,mse,0.881,0.878,0.245
13743,875,bradley_terry,1.000,0.446,693.739
13744,875,mse,0.784,0.881,0.228
13745,875,bradley_terry,0.999,0.449,301.729
13746,875,mse,0.823,0.977,0.047
13747,875,bradley_terry,1.000,0.449,495.373
13748,875,mse,0.743,0.951,0.105
13749,875,bradley_terry,1.000,0.430,1721.507
13750,875,mse,0.857,0.981,0.040
13751,875,bradley_terry,1.000,0.447,1020.066
13752,875,mse,0.794,0.978,0.045
13753,875,bradley_terry,1.000,0.442,1054.561
13754,875,mse,0.769,0.966,0.067
13755,875,bradley_terry,1.000,0.446,641.953
13756,875,mse,0.765,0.994,0.011
13757,875,bradley_terry,1.000,0.451,872.952
13758,875,mse,0.829,0.914,0.169
13759,875,bradley_terry,1.000,0.442,1072.854
13760,875,mse,0.733,0.966,0.068
13761,875,bradley_terry,1.000,0.443,2218.394
13762,875,mse,0.787,0.933,0.140
13763,875,bradley_terry,1.000,0.445,2665.896
13764,875,mse,0.707,0.954,0.097
13765,875,bradley_terry,1.000,0.447,1610.896
13766,875,mse,0.812,0.977,0.047
13767,875,bradley_terry,1.000,0.441,404.444
13768,875,mse,0.862,0.985,0.034
13769,875,bradley_terry,1.000,0.442,894.365
13770,875,mse,0.831,0.888,0.222
13771,875,bradley_terry,0.999,0.449,311.442
13772,875,mse,0.797,0.898,0.209
13773,875,bradley_terry,1.000,0.446,1275.105
13774,875,mse,0.826,0.988,0.024
13775,875,bradley_terry,0.999,0.447,550.169
13776,875,mse,0.814,0.989,0.022
13777,875,bradley_terry,1.000,0.440,1187.811
13778,875,mse,0.797,0.978,0.044
13779,875,bradley_terry,1.000,0.436,1652.840
13780,875,mse,0.735,0.950,0.098
13781,875,bradley_terry,0.999,0.449,799.280
13782,875,mse,0.855,0.808,0.352
13783,875,bradley_terry,1.000,0.444,754.189
13784,875,mse,0.857,0.969,0.065
13785,875,bradley_terry,1.000,0.446,922.581
13786,875,mse,0.851,0.970,0.070
13787,875,bradley_terry,0.997,0.446,147.041
13788,875,mse,0.841,0.970,0.065
13789,875,bradley_terry,1.000,0.442,2048.582
13790,875,mse,0.790,0.969,0.063
13791,875,bradley_terry,1.000,0.454,435.966
13792,875,mse,0.765,0.965,0.071
13793,875,bradley_terry,1.000,0.444,566.239
13794,875,mse,0.869,0.876,0.235
13795,875,bradley_terry,1.000,0.434,400.598
13796,875,mse,0.836,0.960,0.081
13797,875,bradley_terry,1.000,0.446,1035.173
13798,875,mse,0.811,0.905,0.182
13799,875,bradley_terry,1.000,0.447,1372.716
13800,875,mse,0.728,0.961,0.078
13801,875,bradley_terry,1.000,0.449,1162.620
13802,875,mse,0.842,0.962,0.081
13803,875,bradley_terry,0.999,0.448,638.968
13804,875,mse,0.841,0.965,0.095
13805,875,bradley_terry,1.000,0.446,765.016
13806,875,mse,0.682,0.934,0.136
13807,875,bradley_terry,0.992,0.444,83.232
13808,875,mse,0.787,0.959,0.089
13809,875,bradley_terry,1.000,0.446,818.267
13810,875,mse,0.687,0.965,0.072
13811,875,bradley_terry,1.000,0.442,1354.477
13812,875,mse,0.741,0.450,0.802
13813,875,bradley_terry,1.000,0.447,2219.890
13814,875,mse,0.859,0.987,0.028
13815,875,bradley_terry,1.000,0.444,1178.214
13816,875,mse,0.790,0.910,0.173
13817,875,bradley_terry,1.000,0.445,747.455
13818,875,mse,0.802,0.942,0.140
13819,875,bradley_terry,1.000,0.439,516.766
13820,875,mse,0.858,0.851,0.275
13821,875,bradley_terry,1.000,0.447,869.650
13822,875,mse,0.882,0.868,0.259
13823,875,bradley_terry,1.000,0.443,1340.760
13824,875,mse,0.732,0.934,0.140
13825,875,bradley_terry,0.998,0.442,224.188
13826,875,mse,0.884,0.979,0.042
13827,875,bradley_terry,0.999,0.438,628.435
13828,875,mse,0.791,0.965,0.072
13829,875,bradley_terry,1.000,0.442,2395.319
13830,875,mse,0.849,0.892,0.209
13831,875,bradley_terry,1.000,0.447,897.970
13832,875,mse,0.805,0.981,0.040
13833,875,bradley_terry,1.000,0.447,1011.610
13834,875,mse,0.807,0.995,0.010
13835,875,bradley_terry,1.000,0.445,1007.188
13836,875,mse,0.761,0.965,0.069
13837,875,bradley_terry,1.000,0.439,550.958
13838,875,mse,0.750,0.974,0.055
13839,875,bradley_terry,1.000,0.444,1358.131
13840,875,mse,0.778,0.979,0.046
13841,875,bradley_terry,1.000,0.441,761.779
13842,875,mse,0.896,0.997,0.007
13843,875,bradley_terry,1.000,0.449,617.666
13844,875,mse,0.839,0.935,0.128
13845,875,bradley_terry,1.000,0.444,555.592
13846,875,mse,0.732,0.923,0.152
13847,875,bradley_terry,1.000,0.437,874.470
13848,875,mse,0.721,0.977,0.050
13849,875,bradley_terry,1.000,0.446,1653.435
13850,875,mse,0.848,0.860,0.271
13851,875,bradley_terry,0.999,0.445,563.317
13852,875,mse,0.752,0.978,0.044
13853,875,bradley_terry,1.000,0.449,1034.523
13854,875,mse,0.727,0.482,0.774
13855,875,bradley_terry,0.999,0.442,548.676
13856,875,mse,0.814,0.915,0.164
13857,875,bradley_terry,1.000,0.443,812.115
13858,875,mse,0.767,0.451,0.802
13859,875,bradley_terry,1.000,0.440,1108.740
13860,875,mse,0.850,0.996,0.009
13861,875,bradley_terry,1.000,0.447,735.381
13862,875,mse,0.853,0.868,0.251
13863,875,bradley_terry,1.000,0.435,416.941
13864,875,mse,0.728,0.915,0.171
13865,875,bradley_terry,1.000,0.451,708.505
13866,875,mse,0.853,0.846,0.305
13867,875,bradley_terry,1.000,0.439,248.135
13868,875,mse,0.783,0.893,0.209
13869,875,bradley_terry,1.000,0.445,506.846
13870,875,mse,0.782,0.988,0.024
13871,875,bradley_terry,1.000,0.442,509.320
13872,875,mse,0.661,0.898,0.213
13873,875,bradley_terry,1.000,0.441,425.949
13874,875,mse,0.744,0.969,0.074
13875,875,bradley_terry,1.000,0.444,842.428
13876,875,mse,0.835,0.974,0.061
13877,875,bradley_terry,0.879,0.340,8.943
13878,875,mse,0.828,0.965,0.076
13879,875,bradley_terry,1.000,0.445,655.939
13880,875,mse,0.831,0.914,0.174
13881,875,bradley_terry,1.000,0.447,430.450
13882,875,mse,0.810,0.977,0.045
13883,875,bradley_terry,1.000,0.441,730.273
13884,875,mse,0.681,0.935,0.137
13885,875,bradley_terry,1.000,0.444,896.488
13886,875,mse,0.790,0.928,0.138
13887,875,bradley_terry,0.988,0.428,621.906
13888,875,mse,0.751,0.927,0.151
13889,875,bradley_terry,1.000,0.447,699.302
13890,875,mse,0.799,0.989,0.023
13891,875,bradley_terry,1.000,0.447,802.236
13892,875,mse,0.846,0.878,0.230
13893,875,bradley_terry,1.000,0.447,1159.630
13894,875,mse,0.840,0.964,0.073
13895,875,bradley_terry,1.000,0.446,685.193
13896,875,mse,0.876,0.980,0.046
13897,875,bradley_terry,1.000,0.444,502.141
13898,875,mse,0.767,0.982,0.036
13899,875,bradley_terry,1.000,0.440,974.678
13900,875,mse,0.840,0.982,0.035
13901,875,bradley_terry,1.000,0.448,795.201
13902,875,mse,0.802,0.931,0.135
13903,875,bradley_terry,1.000,0.449,778.983
13904,875,mse,0.731,0.943,0.127
13905,875,bradley_terry,1.000,0.443,549.349
13906,875,mse,0.830,0.898,0.197
13907,875,bradley_terry,1.000,0.446,1192.885
13908,875,mse,0.726,0.981,0.045
13909,875,bradley_terry,1.000,0.444,1733.239
13910,875,mse,0.817,0.943,0.114
13911,875,bradley_terry,1.000,0.446,1059.760
13912,875,mse,0.831,0.976,0.049
13913,875,bradley_terry,1.000,0.446,790.100
13914,875,mse,0.747,0.944,0.110
13915,875,bradley_terry,1.000,0.439,1258.940
13916,875,mse,0.761,0.927,0.142
13917,875,bradley_terry,1.000,0.443,970.577
13918,875,mse,0.763,0.925,0.146
13919,875,bradley_terry,0.874,0.339,12.643
13920,875,mse,0.800,0.941,0.118
13921,875,bradley_terry,1.000,0.449,711.548
13922,875,mse,0.888,0.990,0.022
13923,875,bradley_terry,1.000,0.452,1212.627
13924,875,mse,0.825,0.980,0.043
13925,875,bradley_terry,0.999,0.445,231.362
13926,875,mse,0.782,0.963,0.077
13927,875,bradley_terry,1.000,0.442,1258.843
13928,875,mse,0.864,0.852,0.284
13929,875,bradley_terry,1.000,0.445,1061.842
13930,875,mse,0.720,0.925,0.150
13931,875,bradley_terry,0.978,0.423,167.460
13932,875,mse,0.787,0.986,0.030
13933,875,bradley_terry,0.999,0.446,547.622
13934,875,mse,0.749,0.923,0.156
13935,875,bradley_terry,1.000,0.445,491.409
13936,875,mse,0.754,0.993,0.014
13937,875,bradley_terry,1.000,0.445,819.984
13938,875,mse,0.834,0.965,0.071
13939,875,bradley_terry,1.000,0.445,394.561
13940,875,mse,0.838,0.991,0.017
13941,875,bradley_terry,1.000,0.449,1320.032
13942,875,mse,0.744,0.893,0.206
13943,875,bradley_terry,1.000,0.447,673.212
13944,875,mse,0.817,0.938,0.122
13945,875,bradley_terry,1.000,0.442,579.578
13946,875,mse,0.818,0.978,0.045
13947,875,bradley_terry,1.000,0.440,1169.553
13948,875,mse,0.779,0.868,0.272
13949,875,bradley_terry,1.000,0.445,591.177
13950,875,mse,0.719,0.925,0.162
13951,875,bradley_terry,1.000,0.442,2213.684
13952,875,mse,0.775,0.960,0.080
13953,875,bradley_terry,1.000,0.434,2892.079
13954,875,mse,0.775,0.952,0.094
13955,875,bradley_terry,1.000,0.448,784.806
13956,875,mse,0.806,0.965,0.070
13957,875,bradley_terry,1.000,0.443,762.458
13958,875,mse,0.779,0.916,0.172
13959,875,bradley_terry,1.000,0.443,924.958
13960,875,mse,0.691,0.946,0.105
13961,875,bradley_terry,1.000,0.448,1691.447
13962,875,mse,0.803,0.832,0.319
13963,875,bradley_terry,0.999,0.448,480.362
13964,875,mse,0.828,0.979,0.042
13965,875,bradley_terry,1.000,0.449,744.187
13966,875,mse,0.744,0.948,0.103
13967,875,bradley_terry,1.000,0.446,1134.377
13968,875,mse,0.678,0.946,0.109
13969,875,bradley_terry,1.000,0.445,569.455
13970,875,mse,0.801,0.938,0.125
13971,875,bradley_terry,1.000,0.438,821.514
13972,875,mse,0.861,0.980,0.042
13973,875,bradley_terry,1.000,0.451,738.191
13974,875,mse,0.826,0.980,0.042
13975,875,bradley_terry,1.000,0.446,771.425
13976,875,mse,0.800,0.911,0.173
13977,875,bradley_terry,1.000,0.450,1597.722
13978,875,mse,0.781,0.978,0.044
13979,875,bradley_terry,1.000,0.443,1208.597
13980,875,mse,0.801,0.981,0.044
13981,875,bradley_terry,1.000,0.442,710.842
13982,875,mse,0.897,0.880,0.234
13983,875,bradley_terry,1.000,0.448,610.539
13984,875,mse,0.699,0.930,0.138
13985,875,bradley_terry,1.000,0.449,592.512
13986,875,mse,0.845,0.961,0.080
13987,875,bradley_terry,1.000,0.445,1204.543
13988,875,mse,0.749,0.970,0.061
13989,875,bradley_terry,1.000,0.437,592.191
13990,875,mse,0.906,0.987,0.027
13991,875,bradley_terry,1.000,0.453,1054.374
13992,875,mse,0.702,0.985,0.032
13993,875,bradley_terry,1.000,0.448,710.063
13994,875,mse,0.776,0.959,0.081
13995,875,bradley_terry,1.000,0.449,788.888
13996,875,mse,0.782,0.948,0.101
13997,875,bradley_terry,1.000,0.438,1030.998
13998,875,mse,0.788,0.896,0.204
13999,875,bradley_terry,0.999,0.438,530.992
14000,900,mse,0.818,0.988,0.025
14001,900,bradley_terry,1.000,0.445,954.574
14002,900,mse,0.754,0.948,0.115
14003,900,bradley_terry,1.000,0.445,386.587
14004,900,mse,0.786,0.980,0.039
14005,900,bradley_terry,0.999,0.444,409.128
14006,900,mse,0.797,0.978,0.047
14007,900,bradley_terry,1.000,0.439,710.454
14008,900,mse,0.833,0.963,0.076
14009,900,bradley_terry,1.000,0.444,846.682
14010,900,mse,0.847,0.844,0.288
14011,900,bradley_terry,1.000,0.449,987.891
14012,900,mse,0.806,0.925,0.153
14013,900,bradley_terry,0.999,0.432,434.570
14014,900,mse,0.822,0.985,0.031
14015,900,bradley_terry,1.000,0.446,803.807
14016,900,mse,0.807,0.955,0.090
14017,900,bradley_terry,1.000,0.442,762.568
14018,900,mse,0.858,0.832,0.314
14019,900,bradley_terry,1.000,0.445,679.674
14020,900,mse,0.819,0.962,0.082
14021,900,bradley_terry,1.000,0.444,744.573
14022,900,mse,0.778,0.929,0.155
14023,900,bradley_terry,0.999,0.447,1275.207
14024,900,mse,0.722,0.952,0.097
14025,900,bradley_terry,1.000,0.450,674.927
14026,900,mse,0.786,0.987,0.030
14027,900,bradley_terry,1.000,0.445,684.511
14028,900,mse,0.864,0.881,0.225
14029,900,bradley_terry,0.999,0.444,341.223
14030,900,mse,0.745,0.962,0.093
14031,900,bradley_terry,0.999,0.443,511.705
14032,900,mse,0.774,0.901,0.202
14033,900,bradley_terry,1.000,0.450,442.439
14034,900,mse,0.845,0.979,0.044
14035,900,bradley_terry,0.999,0.448,186.123
14036,900,mse,0.756,0.980,0.041
14037,900,bradley_terry,0.999,0.451,290.973
14038,900,mse,0.822,0.962,0.098
14039,900,bradley_terry,0.875,0.345,9.432
14040,900,mse,0.840,0.782,0.416
14041,900,bradley_terry,0.999,0.440,1554.013
14042,900,mse,0.825,0.990,0.020
14043,900,bradley_terry,1.000,0.444,416.127
14044,900,mse,0.673,0.928,0.141
14045,900,bradley_terry,0.999,0.443,842.492
14046,900,mse,0.839,0.993,0.013
14047,900,bradley_terry,1.000,0.448,534.509
14048,900,mse,0.839,0.836,0.326
14049,900,bradley_terry,1.000,0.445,683.434
14050,900,mse,0.819,0.874,0.236
14051,900,bradley_terry,1.000,0.450,422.612
14052,900,mse,0.792,0.979,0.050
14053,900,bradley_terry,1.000,0.444,1214.933
14054,900,mse,0.766,0.978,0.046
14055,900,bradley_terry,1.000,0.445,672.103
14056,900,mse,0.750,0.957,0.085
14057,900,bradley_terry,1.000,0.441,2080.883
14058,900,mse,0.746,0.904,0.191
14059,900,bradley_terry,1.000,0.446,683.273
14060,900,mse,0.857,0.968,0.062
14061,900,bradley_terry,0.999,0.443,293.054
14062,900,mse,0.849,0.969,0.065
14063,900,bradley_terry,1.000,0.442,581.949
14064,900,mse,0.752,0.947,0.108
14065,900,bradley_terry,1.000,0.447,467.848
14066,900,mse,0.835,0.975,0.049
14067,900,bradley_terry,0.999,0.451,417.939
14068,900,mse,0.763,0.954,0.091
14069,900,bradley_terry,1.000,0.451,873.347
14070,900,mse,0.764,0.973,0.054
14071,900,bradley_terry,1.000,0.439,681.130
14072,900,mse,0.780,0.928,0.141
14073,900,bradley_terry,1.000,0.439,552.283
14074,900,mse,0.768,0.962,0.074
14075,900,bradley_terry,1.000,0.443,624.599
14076,900,mse,0.793,0.978,0.044
14077,900,bradley_terry,1.000,0.451,784.688
14078,900,mse,0.841,0.958,0.084
14079,900,bradley_terry,0.999,0.452,1075.592
14080,900,mse,0.816,0.952,0.104
14081,900,bradley_terry,1.000,0.441,443.561
14082,900,mse,0.823,0.976,0.054
14083,900,bradley_terry,1.000,0.445,1005.713
14084,900,mse,0.788,0.923,0.152
14085,900,bradley_terry,0.999,0.453,466.529
14086,900,mse,0.827,0.966,0.070
14087,900,bradley_terry,0.999,0.456,297.413
14088,900,mse,0.827,0.976,0.048
14089,900,bradley_terry,1.000,0.444,526.410
14090,900,mse,0.792,0.901,0.199
14091,900,bradley_terry,1.000,0.448,501.782
14092,900,mse,0.797,0.933,0.134
14093,900,bradley_terry,0.999,0.439,332.244
