,train_size,loss,test_spearman,test_pearson,test_mse
12913,825,bradley_terry,0.999,0.437,400.047
12914,825,mse,0.797,0.963,0.073
12915,825,bradley_terry,0.992,0.437,813.833
12916,825,mse,0.833,0.974,0.053
12917,825,bradley_terry,1.000,0.442,1003.255
12918,825,mse,0.820,0.967,0.067
12919,825,bradley_terry,1.000,0.453,1506.878
12920,825,mse,0.816,0.974,0.057
12921,825,bradley_terry,1.000,0.433,1487.305
12922,825,mse,0.766,0.938,0.122
12923,825,bradley_terry,0.999,0.445,653.677
12924,825,mse,0.856,0.865,0.258
12925,825,bradley_terry,1.000,0.451,1140.679
12926,825,mse,0.791,0.941,0.118
12927,825,bradley_terry,1.000,0.453,1201.440
12928,825,mse,0.768,0.904,0.184
12929,825,bradley_terry,0.999,0.446,275.876
12930,825,mse,0.793,0.986,0.027
12931,825,bradley_terry,1.000,0.446,1173.978
12932,825,mse,0.850,0.900,0.199
12933,825,bradley_terry,1.000,0.442,351.925
12934,825,mse,0.781,0.988,0.025
12935,825,bradley_terry,1.000,0.443,264.846
12936,825,mse,0.846,0.980,0.040
12937,825,bradley_terry,1.000,0.448,575.899
12938,825,mse,0.746,0.916,0.180
12939,825,bradley_terry,1.000,0.448,665.680
12940,825,mse,0.810,0.824,0.341
12941,825,bradley_terry,0.876,0.334,9.273
12942,825,mse,0.862,0.898,0.241
12943,825,bradley_terry,1.000,0.442,483.575
12944,825,mse,0.854,0.902,0.189
12945,825,bradley_terry,0.999,0.433,486.682
12946,825,mse,0.710,0.928,0.142
12947,825,bradley_terry,0.999,0.443,839.655
12948,825,mse,0.835,0.983,0.035
12949,825,bradley_terry,1.000,0.436,1600.920
12950,825,mse,0.829,0.970,0.065
12951,825,bradley_terry,1.000,0.439,446.469
12952,825,mse,0.813,0.891,0.214
12953,825,bradley_terry,0.999,0.446,231.726
12954,825,mse,0.818,0.964,0.078
12955,825,bradley_terry,0.996,0.436,181.835
12956,825,mse,0.859,0.973,0.059
12957,825,bradley_terry,1.000,0.441,1351.594
12958,825,mse,0.843,0.971,0.059
12959,825,bradley_terry,0.996,0.429,219.431
12960,825,mse,0.859,0.778,0.415
12961,825,bradley_terry,1.000,0.450,804.130
12962,825,mse,0.831,0.926,0.142
12963,825,bradley_terry,1.000,0.445,882.502
12964,825,mse,0.796,0.961,0.085
12965,825,bradley_terry,0.999,0.442,335.624
12966,825,mse,0.854,0.894,0.211
12967,825,bradley_terry,0.999,0.442,672.881
12968,825,mse,0.632,0.922,0.153
12969,825,bradley_terry,0.999,0.447,610.767
12970,825,mse,0.753,0.975,0.051
12971,825,bradley_terry,1.000,0.449,690.359
12972,825,mse,0.889,0.975,0.053
12973,825,bradley_terry,1.000,0.446,959.172
12974,825,mse,0.873,0.987,0.027
12975,825,bradley_terry,0.999,0.449,244.500
12976,825,mse,0.845,0.879,0.229
12977,825,bradley_terry,1.000,0.447,909.448
12978,825,mse,0.826,0.928,0.147
12979,825,bradley_terry,1.000,0.433,818.242
12980,825,mse,0.847,0.785,0.396
12981,825,bradley_terry,0.985,0.432,95.001
12982,825,mse,0.838,0.815,0.344
12983,825,bradley_terry,0.999,0.441,236.018
12984,825,mse,0.789,0.924,0.158
12985,825,bradley_terry,0.999,0.454,229.164
12986,825,mse,0.827,0.927,0.154
12987,825,bradley_terry,1.000,0.444,327.251
12988,825,mse,0.839,0.893,0.207
12989,825,bradley_terry,1.000,0.443,996.053
12990,825,mse,0.825,0.971,0.057
12991,825,bradley_terry,1.000,0.443,660.536
12992,825,mse,0.874,0.883,0.220
12993,825,bradley_terry,1.000,0.442,518.463
12994,825,mse,0.810,0.903,0.192
12995,825,bradley_terry,1.000,0.445,1899.941
12996,825,mse,0.696,0.938,0.121
12997,825,bradley_terry,0.999,0.435,314.811
12998,825,mse,0.836,0.898,0.202
12999,825,bradley_terry,1.000,0.441,508.687
13000,825,mse,0.818,0.945,0.115
13001,825,bradley_terry,1.000,0.439,580.200
13002,825,mse,0.855,0.961,0.089
13003,825,bradley_terry,0.999,0.442,1767.914
13004,825,mse,0.782,0.902,0.190
13005,825,bradley_terry,0.999,0.441,606.210
13006,825,mse,0.753,0.954,0.094
13007,825,bradley_terry,1.000,0.447,922.722
13008,825,mse,0.770,0.924,0.148
13009,825,bradley_terry,1.000,0.449,442.297
13010,825,mse,0.837,0.944,0.108
13011,825,bradley_terry,0.999,0.442,427.354
13012,825,mse,0.872,0.869,0.244
13013,825,bradley_terry,0.999,0.434,490.540
13014,825,mse,0.756,0.935,0.131
13015,825,bradley_terry,1.000,0.446,954.837
13016,825,mse,0.733,0.887,0.217
13017,825,bradley_terry,1.000,0.446,815.082
13018,825,mse,0.856,0.788,0.381
13019,825,bradley_terry,1.000,0.449,513.426
13020,825,mse,0.763,0.989,0.023
13021,825,bradley_terry,1.000,0.448,388.068
13022,825,mse,0.878,0.932,0.132
13023,825,bradley_terry,1.000,0.448,1207.766
13024,825,mse,0.846,0.978,0.046
13025,825,bradley_terry,0.999,0.451,491.081
13026,825,mse,0.851,0.961,0.092
13027,825,bradley_terry,1.000,0.447,1622.113
13028,825,mse,0.729,0.925,0.149
13029,825,bradley_terry,1.000,0.448,912.345
13030,825,mse,0.815,0.926,0.144
13031,825,bradley_terry,0.998,0.444,272.907
13032,825,mse,0.823,0.918,0.161
13033,825,bradley_terry,1.000,0.443,579.195
13034,825,mse,0.820,0.932,0.132
13035,825,bradley_terry,1.000,0.451,624.487
13036,825,mse,0.828,0.836,0.306
13037,825,bradley_terry,0.998,0.453,254.227
13038,825,mse,0.807,0.976,0.056
13039,825,bradley_terry,1.000,0.447,593.288
13040,825,mse,0.845,0.960,0.101
13041,825,bradley_terry,0.999,0.442,596.528
13042,825,mse,0.819,0.841,0.293
13043,825,bradley_terry,0.999,0.446,388.690
13044,825,mse,0.782,0.910,0.178
13045,825,bradley_terry,1.000,0.447,867.332
13046,825,mse,0.796,0.958,0.084
13047,825,bradley_terry,0.999,0.444,475.815
13048,825,mse,0.826,0.892,0.209
13049,825,bradley_terry,1.000,0.436,580.875
13050,825,mse,0.833,0.984,0.032
13051,825,bradley_terry,0.999,0.446,5511.451
13052,825,mse,0.833,0.978,0.048
13053,825,bradley_terry,1.000,0.447,691.131
13054,825,mse,0.743,0.964,0.074
13055,825,bradley_terry,1.000,0.447,1343.965
13056,825,mse,0.761,0.976,0.055
13057,825,bradley_terry,1.000,0.443,481.723
13058,825,mse,0.770,0.916,0.163
13059,825,bradley_terry,1.000,0.445,1034.754
13060,825,mse,0.818,0.980,0.041
13061,825,bradley_terry,1.000,0.443,887.351
13062,825,mse,0.820,0.915,0.171
13063,825,bradley_terry,1.000,0.446,1242.614
13064,825,mse,0.870,0.992,0.017
13065,825,bradley_terry,1.000,0.449,748.423
13066,825,mse,0.768,0.892,0.208
13067,825,bradley_terry,0.999,0.452,293.420
13068,825,mse,0.770,0.937,0.124
13069,825,bradley_terry,1.000,0.451,509.179
13070,825,mse,0.821,0.962,0.085
13071,825,bradley_terry,1.000,0.435,950.354
13072,825,mse,0.817,0.985,0.030
13073,825,bradley_terry,1.000,0.446,869.672
13074,825,mse,0.827,0.978,0.045
13075,825,bradley_terry,1.000,0.444,513.721
13076,825,mse,0.654,0.942,0.112
13077,825,bradley_terry,0.999,0.441,263.197
13078,825,mse,0.792,0.961,0.078
13079,825,bradley_terry,0.999,0.440,273.652
13080,825,mse,0.829,0.969,0.065
13081,825,bradley_terry,1.000,0.445,856.144
13082,825,mse,0.808,0.835,0.306
13083,825,bradley_terry,0.999,0.439,325.165
13084,825,mse,0.885,0.983,0.043
13085,825,bradley_terry,1.000,0.449,1133.655
13086,825,mse,0.827,0.970,0.061
13087,825,bradley_terry,1.000,0.446,554.744
13088,825,mse,0.813,0.977,0.046
13089,825,bradley_terry,1.000,0.443,377.341
13090,825,mse,0.760,0.962,0.077
13091,825,bradley_terry,0.999,0.444,649.340
13092,825,mse,0.778,0.956,0.087
13093,825,bradley_terry,0.999,0.443,510.224
13094,825,mse,0.795,0.955,0.089
13095,825,bradley_terry,0.999,0.443,489.927
13096,825,mse,0.824,0.955,0.090
13097,825,bradley_terry,0.998,0.446,685.673
13098,825,mse,0.856,0.988,0.025
13099,825,bradley_terry,1.000,0.446,760.071
13100,825,mse,0.741,0.918,0.180
13101,825,bradley_terry,1.000,0.449,537.877
13102,825,mse,0.658,0.952,0.107
13103,825,bradley_terry,1.000,0.447,1307.310
13104,825,mse,0.834,0.963,0.077
13105,825,bradley_terry,0.999,0.440,325.762
13106,825,mse,0.869,0.842,0.312
13107,825,bradley_terry,1.000,0.453,506.872
13108,825,mse,0.797,0.968,0.064
13109,825,bradley_terry,1.000,0.446,703.710
13110,825,mse,0.828,0.976,0.049
13111,825,bradley_terry,1.000,0.445,981.185
13112,825,mse,0.793,0.901,0.201
13113,825,bradley_terry,1.000,0.443,2589.709
13114,825,mse,0.830,0.982,0.042
13115,825,bradley_terry,1.000,0.444,1062.941
13116,825,mse,0.749,0.906,0.180
13117,825,bradley_terry,0.999,0.444,593.653
13118,825,mse,0.772,0.933,0.132
13119,825,bradley_terry,1.000,0.452,687.676
13120,825,mse,0.821,0.903,0.186
13121,825,bradley_terry,1.000,0.449,733.121
13122,825,mse,0.737,0.974,0.059
13123,825,bradley_terry,0.999,0.447,412.892
13124,825,mse,0.818,0.909,0.177
13125,825,bradley_terry,1.000,0.442,1147.938
13126,825,mse,0.684,0.947,0.104
13127,825,bradley_terry,0.999,0.447,270.254
13128,825,mse,0.749,0.989,0.025
13129,825,bradley_terry,1.000,0.447,606.560
13130,825,mse,0.768,0.887,0.234
13131,825,bradley_terry,0.999,0.439,1240.902
13132,825,mse,0.740,0.913,0.171
13133,825,bradley_terry,1.000,0.442,573.206
13134,825,mse,0.820,0.942,0.116
13135,825,bradley_terry,0.877,0.352,7.554
13136,825,mse,0.793,0.981,0.039
13137,825,bradley_terry,1.000,0.443,696.147
13138,825,mse,0.841,0.989,0.025
13139,825,bradley_terry,0.994,0.431,165.709
13140,825,mse,0.693,0.922,0.151
13141,825,bradley_terry,0.999,0.438,275.760
13142,825,mse,0.814,0.972,0.057
13143,825,bradley_terry,1.000,0.448,487.751
13144,825,mse,0.732,0.928,0.164
13145,825,bradley_terry,0.873,0.350,8.136
13146,825,mse,0.757,0.815,0.339
13147,825,bradley_terry,0.999,0.447,215.158
13148,825,mse,0.897,0.859,0.279
13149,825,bradley_terry,0.999,0.443,487.018
13150,825,mse,0.790,0.928,0.142
13151,825,bradley_terry,1.000,0.437,864.161
13152,825,mse,0.883,0.881,0.229
13153,825,bradley_terry,1.000,0.447,1494.092
13154,825,mse,0.871,0.989,0.027
13155,825,bradley_terry,0.873,0.367,3.946
13156,825,mse,0.795,0.880,0.233
13157,825,bradley_terry,1.000,0.451,831.759
13158,825,mse,0.832,0.924,0.148
13159,825,bradley_terry,0.999,0.451,301.203
13160,825,mse,0.786,0.916,0.176
13161,825,bradley_terry,1.000,0.441,419.108
13162,825,mse,0.853,0.849,0.322
13163,825,bradley_terry,0.978,0.444,40.818
13164,825,mse,0.840,0.976,0.050
13165,825,bradley_terry,0.999,0.447,344.742
13166,825,mse,0.760,0.969,0.063
13167,825,bradley_terry,1.000,0.439,2258.403
13168,825,mse,0.865,0.872,0.243
13169,825,bradley_terry,1.000,0.444,945.654
13170,825,mse,0.886,0.882,0.227
13171,825,bradley_terry,1.000,0.445,743.576
13172,825,mse,0.880,0.882,0.228
13173,825,bradley_terry,1.000,0.449,773.466
13174,825,mse,0.704,0.925,0.158
13175,825,bradley_terry,0.990,0.428,473.069
13176,825,mse,0.754,0.954,0.091
13177,825,bradley_terry,0.999,0.441,538.363
13178,825,mse,0.861,0.889,0.213
13179,825,bradley_terry,0.874,0.331,7.851
13180,825,mse,0.829,0.973,0.054
13181,825,bradley_terry,1.000,0.443,1243.086
13182,825,mse,0.771,0.973,0.056
13183,825,bradley_terry,1.000,0.450,995.521
13184,825,mse,0.787,0.957,0.088
13185,825,bradley_terry,1.000,0.443,265.670
13186,825,mse,0.728,0.458,0.811
13187,825,bradley_terry,1.000,0.444,691.011
13188,825,mse,0.775,0.919,0.167
13189,825,bradley_terry,1.000,0.441,767.617
13190,825,mse,0.837,0.907,0.199
13191,825,bradley_terry,1.000,0.445,540.443
13192,825,mse,0.753,0.895,0.213
13193,825,bradley_terry,1.000,0.441,673.276
13194,825,mse,0.868,0.870,0.246
13195,825,bradley_terry,1.000,0.450,448.299
13196,825,mse,0.812,0.982,0.045
13197,825,bradley_terry,1.000,0.450,707.527
13198,825,mse,0.818,0.922,0.153
13199,825,bradley_terry,0.999,0.444,478.952
13200,850,mse,0.850,0.802,0.385
13201,850,bradley_terry,1.000,0.449,856.252
13202,850,mse,0.774,0.933,0.132
13203,850,bradley_terry,0.999,0.442,217.722
13204,850,mse,0.751,0.966,0.076
13205,850,bradley_terry,0.998,0.439,559.310
13206,850,mse,0.862,0.879,0.232
13207,850,bradley_terry,1.000,0.442,677.791
13208,850,mse,0.888,0.883,0.226
13209,850,bradley_terry,1.000,0.442,1746.501
13210,850,mse,0.798,0.951,0.100
13211,850,bradley_terry,1.000,0.450,625.017
13212,850,mse,0.809,0.913,0.177
13213,850,bradley_terry,1.000,0.439,671.503
13214,850,mse,0.837,0.992,0.016
13215,850,bradley_terry,1.000,0.444,656.433
13216,850,mse,0.740,0.912,0.182
13217,850,bradley_terry,1.000,0.439,850.939
13218,850,mse,0.794,0.825,0.336
13219,850,bradley_terry,1.000,0.455,453.575
13220,850,mse,0.800,0.984,0.033
13221,850,bradley_terry,1.000,0.443,1170.170
13222,850,mse,0.782,0.994,0.013
13223,850,bradley_terry,1.000,0.449,974.623
13224,850,mse,0.806,0.982,0.039
13225,850,bradley_terry,1.000,0.444,1101.725
13226,850,mse,0.743,0.954,0.091
13227,850,bradley_terry,1.000,0.444,898.498
13228,850,mse,0.774,0.828,0.321
13229,850,bradley_terry,1.000,0.439,670.824
13230,850,mse,0.786,0.979,0.043
13231,850,bradley_terry,0.999,0.446,464.978
13232,850,mse,0.780,0.954,0.093
13233,850,bradley_terry,1.000,0.451,1629.537
13234,850,mse,0.724,0.979,0.044
13235,850,bradley_terry,1.000,0.447,316.161
13236,850,mse,0.798,0.921,0.157
13237,850,bradley_terry,1.000,0.441,376.202
13238,850,mse,0.838,0.915,0.188
13239,850,bradley_terry,1.000,0.447,1638.185
13240,850,mse,0.901,0.806,0.372
13241,850,bradley_terry,0.999,0.457,387.627
13242,850,mse,0.704,0.920,0.164
13243,850,bradley_terry,1.000,0.440,445.264
13244,850,mse,0.848,0.880,0.228
13245,850,bradley_terry,1.000,0.447,1257.296
13246,850,mse,0.709,0.918,0.159
13247,850,bradley_terry,1.000,0.439,834.945
13248,850,mse,0.774,0.901,0.195
13249,850,bradley_terry,1.000,0.447,770.458
13250,850,mse,0.787,0.968,0.063
13251,850,bradley_terry,1.000,0.445,1322.903
13252,850,mse,0.849,0.872,0.242
13253,850,bradley_terry,1.000,0.449,2656.986
13254,850,mse,0.873,0.966,0.071
13255,850,bradley_terry,0.999,0.443,495.501
13256,850,mse,0.733,0.967,0.070
13257,850,bradley_terry,1.000,0.446,1367.319
13258,850,mse,0.810,0.963,0.077
13259,850,bradley_terry,1.000,0.439,361.679
13260,850,mse,0.744,0.965,0.069
13261,850,bradley_terry,0.999,0.440,415.018
13262,850,mse,0.765,0.961,0.082
13263,850,bradley_terry,0.999,0.443,750.133
13264,850,mse,0.818,0.990,0.021
13265,850,bradley_terry,0.994,0.442,116.078
13266,850,mse,0.605,0.950,0.107
13267,850,bradley_terry,1.000,0.441,553.725
13268,850,mse,0.787,0.899,0.205
13269,850,bradley_terry,0.999,0.452,239.816
13270,850,mse,0.738,0.946,0.106
13271,850,bradley_terry,1.000,0.446,587.617
13272,850,mse,0.829,0.986,0.028
13273,850,bradley_terry,1.000,0.437,802.132
13274,850,mse,0.840,0.873,0.274
13275,850,bradley_terry,1.000,0.450,803.336
13276,850,mse,0.879,0.872,0.241
13277,850,bradley_terry,1.000,0.442,1763.713
13278,850,mse,0.725,0.957,0.091
13279,850,bradley_terry,1.000,0.448,1191.026
13280,850,mse,0.819,0.973,0.058
13281,850,bradley_terry,0.999,0.436,232.968
13282,850,mse,0.749,0.469,0.781
13283,850,bradley_terry,1.000,0.447,1097.875
13284,850,mse,0.858,0.988,0.028
13285,850,bradley_terry,1.000,0.443,2845.227
13286,850,mse,0.819,0.961,0.079
13287,850,bradley_terry,1.000,0.443,594.217
13288,850,mse,0.743,0.906,0.198
13289,850,bradley_terry,0.999,0.454,376.582
13290,850,mse,0.770,0.969,0.070
13291,850,bradley_terry,1.000,0.446,942.404
13292,850,mse,0.873,0.864,0.258
13293,850,bradley_terry,1.000,0.445,1089.953
13294,850,mse,0.749,0.926,0.148
13295,850,bradley_terry,1.000,0.453,610.513
13296,850,mse,0.867,0.979,0.043
13297,850,bradley_terry,1.000,0.445,499.760
13298,850,mse,0.719,0.906,0.185
13299,850,bradley_terry,1.000,0.451,808.757
13300,850,mse,0.779,0.986,0.029
13301,850,bradley_terry,1.000,0.444,1017.060
13302,850,mse,0.830,0.975,0.050
13303,850,bradley_terry,0.999,0.448,431.546
13304,850,mse,0.873,0.897,0.197
13305,850,bradley_terry,0.999,0.445,191.175
13306,850,mse,0.878,0.840,0.327
13307,850,bradley_terry,1.000,0.450,1419.712
13308,850,mse,0.851,0.781,0.420
13309,850,bradley_terry,1.000,0.448,841.245
13310,850,mse,0.689,0.963,0.075
13311,850,bradley_terry,0.999,0.446,388.686
13312,850,mse,0.851,0.978,0.048
13313,850,bradley_terry,1.000,0.436,519.199
13314,850,mse,0.754,0.446,0.810
13315,850,bradley_terry,1.000,0.445,1581.373
13316,850,mse,0.848,0.875,0.246
13317,850,bradley_terry,1.000,0.448,598.669
13318,850,mse,0.815,0.980,0.044
13319,850,bradley_terry,0.999,0.443,611.621
13320,850,mse,0.783,0.912,0.173
13321,850,bradley_terry,1.000,0.447,854.027
13322,850,mse,0.791,0.946,0.113
13323,850,bradley_terry,1.000,0.446,1511.714
13324,850,mse,0.823,0.871,0.253
13325,850,bradley_terry,1.000,0.447,803.285
13326,850,mse,0.780,0.848,0.299
13327,850,bradley_terry,1.000,0.454,611.560
13328,850,mse,0.838,0.973,0.058
13329,850,bradley_terry,0.999,0.437,782.989
13330,850,mse,0.853,0.876,0.242
13331,850,bradley_terry,0.999,0.447,848.190
13332,850,mse,0.871,0.826,0.337
13333,850,bradley_terry,1.000,0.455,672.664
13334,850,mse,0.770,0.930,0.140
13335,850,bradley_terry,0.999,0.442,561.931
13336,850,mse,0.818,0.948,0.117
13337,850,bradley_terry,1.000,0.449,913.381
13338,850,mse,0.822,0.988,0.027
13339,850,bradley_terry,0.999,0.446,263.751
13340,850,mse,0.791,0.959,0.081
13341,850,bradley_terry,0.999,0.452,268.216
13342,850,mse,0.866,0.892,0.208
13343,850,bradley_terry,1.000,0.449,483.678
13344,850,mse,0.753,0.917,0.162
13345,850,bradley_terry,1.000,0.452,648.936
13346,850,mse,0.693,0.941,0.116
13347,850,bradley_terry,0.999,0.441,498.905
13348,850,mse,0.833,0.975,0.052
13349,850,bradley_terry,1.000,0.434,1075.440
13350,850,mse,0.761,0.963,0.074
13351,850,bradley_terry,1.000,0.445,291.456
13352,850,mse,0.822,0.985,0.031
13353,850,bradley_terry,1.000,0.448,462.311
13354,850,mse,0.777,0.969,0.061
13355,850,bradley_terry,1.000,0.446,758.551
13356,850,mse,0.765,0.993,0.016
13357,850,bradley_terry,1.000,0.451,769.746
13358,850,mse,0.770,0.972,0.067
13359,850,bradley_terry,1.000,0.436,1978.744
13360,850,mse,0.681,0.945,0.110
13361,850,bradley_terry,0.999,0.441,195.276
13362,850,mse,0.806,0.975,0.060
13363,850,bradley_terry,1.000,0.441,2285.911
13364,850,mse,0.834,0.974,0.053
13365,850,bradley_terry,0.999,0.449,442.944
13366,850,mse,0.801,0.978,0.045
13367,850,bradley_terry,1.000,0.443,2698.412
13368,850,mse,0.707,0.924,0.147
13369,850,bradley_terry,0.999,0.441,324.124
13370,850,mse,0.833,0.979,0.044
13371,850,bradley_terry,1.000,0.445,566.758
13372,850,mse,0.865,0.887,0.218
13373,850,bradley_terry,1.000,0.446,836.658
13374,850,mse,0.812,0.922,0.156
13375,850,bradley_terry,1.000,0.443,1184.802
13376,850,mse,0.888,0.888,0.219
13377,850,bradley_terry,1.000,0.438,2967.402
13378,850,mse,0.765,0.946,0.108
13379,850,bradley_terry,1.000,0.446,721.182
13380,850,mse,0.843,0.866,0.272
13381,850,bradley_terry,1.000,0.441,1719.458
13382,850,mse,0.775,0.913,0.167
13383,850,bradley_terry,1.000,0.442,2162.914
13384,850,mse,0.810,0.967,0.072
13385,850,bradley_terry,1.000,0.442,899.528
13386,850,mse,0.805,0.955,0.090
13387,850,bradley_terry,0.999,0.444,294.117
13388,850,mse,0.728,0.932,0.142
13389,850,bradley_terry,1.000,0.446,758.395
13390,850,mse,0.735,0.901,0.190
13391,850,bradley_terry,1.000,0.449,703.770
13392,850,mse,0.782,0.937,0.129
13393,850,bradley_terry,0.999,0.442,765.345
13394,850,mse,0.668,0.915,0.188
13395,850,bradley_terry,1.000,0.446,469.743
13396,850,mse,0.879,0.881,0.234
13397,850,bradley_terry,1.000,0.449,894.534
13398,850,mse,0.806,0.948,0.104
13399,850,bradley_terry,1.000,0.437,727.956
13400,850,mse,0.793,0.929,0.153
13401,850,bradley_terry,1.000,0.448,509.126
13402,850,mse,0.822,0.989,0.022
13403,850,bradley_terry,1.000,0.439,4220.739
13404,850,mse,0.756,0.898,0.200
13405,850,bradley_terry,1.000,0.446,617.720
13406,850,mse,0.699,0.905,0.186
13407,850,bradley_terry,1.000,0.448,870.401
13408,850,mse,0.764,0.864,0.261
13409,850,bradley_terry,1.000,0.443,853.623
13410,850,mse,0.761,0.984,0.038
13411,850,bradley_terry,0.877,0.360,7.203
13412,850,mse,0.838,0.898,0.193
13413,850,bradley_terry,1.000,0.449,1250.197
13414,850,mse,0.875,0.980,0.042
13415,850,bradley_terry,0.999,0.447,236.868
13416,850,mse,0.793,0.955,0.089
13417,850,bradley_terry,1.000,0.451,748.372
13418,850,mse,0.827,0.902,0.187
13419,850,bradley_terry,1.000,0.443,836.952
13420,850,mse,0.715,0.973,0.054
13421,850,bradley_terry,1.000,0.441,437.851
13422,850,mse,0.750,0.949,0.105
13423,850,bradley_terry,0.999,0.446,375.336
13424,850,mse,0.858,0.960,0.086
13425,850,bradley_terry,1.000,0.449,1157.789
13426,850,mse,0.720,0.946,0.110
13427,850,bradley_terry,1.000,0.441,2020.518
13428,850,mse,0.804,0.946,0.112
13429,850,bradley_terry,1.000,0.450,2368.064
13430,850,mse,0.806,0.814,0.359
13431,850,bradley_terry,1.000,0.444,858.722
13432,850,mse,0.771,0.960,0.084
13433,850,bradley_terry,0.879,0.358,5.480
13434,850,mse,0.875,0.880,0.229
13435,850,bradley_terry,1.000,0.447,789.060
13436,850,mse,0.774,0.957,0.087
13437,850,bradley_terry,0.999,0.447,1287.092
13438,850,mse,0.911,0.977,0.049
13439,850,bradley_terry,1.000,0.440,584.945
13440,850,mse,0.844,0.989,0.024
13441,850,bradley_terry,1.000,0.442,1069.892
13442,850,mse,0.855,0.988,0.028
13443,850,bradley_terry,0.999,0.444,388.857
13444,850,mse,0.819,0.976,0.048
13445,850,bradley_terry,1.000,0.448,830.623
13446,850,mse,0.781,0.992,0.018
13447,850,bradley_terry,1.000,0.449,534.870
13448,850,mse,0.788,0.970,0.059
13449,850,bradley_terry,1.000,0.447,982.672
13450,850,mse,0.857,0.981,0.040
13451,850,bradley_terry,0.999,0.446,1014.037
13452,850,mse,0.861,0.990,0.022
13453,850,bradley_terry,1.000,0.445,625.608
13454,850,mse,0.761,0.454,0.798
13455,850,bradley_terry,1.000,0.442,528.643
13456,850,mse,0.830,0.969,0.063
13457,850,bradley_terry,0.871,0.336,11.908
13458,850,mse,0.736,0.920,0.162
13459,850,bradley_terry,0.999,0.438,214.576
13460,850,mse,0.828,0.975,0.050
13461,850,bradley_terry,1.000,0.443,885.762
13462,850,mse,0.723,0.932,0.136
13463,850,bradley_terry,1.000,0.443,607.335
13464,850,mse,0.842,0.968,0.071
13465,850,bradley_terry,1.000,0.453,665.545
13466,850,mse,0.815,0.969,0.062
13467,850,bradley_terry,0.995,0.443,121.388
13468,850,mse,0.868,0.872,0.239
13469,850,bradley_terry,1.000,0.446,762.332
13470,850,mse,0.844,0.931,0.134
13471,850,bradley_terry,1.000,0.448,989.704
13472,850,mse,0.815,0.963,0.074
13473,850,bradley_terry,1.000,0.441,799.293
13474,850,mse,0.740,0.933,0.136
13475,850,bradley_terry,1.000,0.442,658.245
13476,850,mse,0.800,0.944,0.117
13477,850,bradley_terry,1.000,0.449,588.735
13478,850,mse,0.853,0.896,0.204
13479,850,bradley_terry,1.000,0.445,438.882
13480,850,mse,0.836,0.981,0.040
13481,850,bradley_terry,0.999,0.452,264.670
13482,850,mse,0.759,0.926,0.147
13483,850,bradley_terry,1.000,0.442,391.558
13484,850,mse,0.693,0.947,0.106
13485,850,bradley_terry,1.000,0.442,1163.557
13486,850,mse,0.803,0.969,0.064
13487,850,bradley_terry,1.000,0.440,850.130
13488,850,mse,0.827,0.974,0.057
13489,850,bradley_terry,1.000,0.443,426.391
13490,850,mse,0.789,0.926,0.149
13491,850,bradley_terry,1.000,0.448,420.797
13492,850,mse,0.869,0.993,0.014
13493,850,bradley_terry,1.000,0.436,516.690
13494,850,mse,0.747,0.904,0.188
13495,850,bradley_terry,1.000,0.446,461.899
13496,850,mse,0.764,0.930,0.135
13497,850,bradley_terry,1.000,0.448,1676.861
13498,850,mse,0.791,0.947,0.113
13499,850,bradley_terry,1.000,0.439,639.319
13500,850,mse,0.756,0.918,0.170
13501,850,bradley_terry,1.000,0.445,777.006
13502,850,mse,0.793,0.968,0.063
13503,850,bradley_terry,1.000,0.441,939.770
13504,850,mse,0.794,0.915,0.165
13505,850,bradley_terry,1.000,0.442,378.794
13506,850,mse,0.812,0.981,0.039
13507,850,bradley_terry,0.999,0.445,463.665
13508,850,mse,0.811,0.900,0.200
13509,850,bradley_terry,1.000,0.444,947.808
13510,850,mse,0.786,0.964,0.075
13511,850,bradley_terry,1.000,0.443,1160.595
13512,850,mse,0.827,0.973,0.055
13513,850,bradley_terry,1.000,0.450,965.084
13514,850,mse,0.816,0.862,0.265
13515,850,bradley_terry,0.999,0.442,340.220
13516,850,mse,0.790,0.987,0.026
13517,850,bradley_terry,1.000,0.444,756.090
13518,850,mse,0.891,0.885,0.217
13519,850,bradley_terry,1.000,0.443,980.295
13520,850,mse,0.850,0.977,0.048
13521,850,bradley_terry,1.000,0.443,1266.143
13522,850,mse,0.830,0.981,0.038
13523,850,bradley_terry,1.000,0.446,404.017
13524,850,mse,0.828,0.951,0.101
13525,850,bradley_terry,1.000,0.444,922.381
13526,850,mse,0.762,0.957,0.093
13527,850,bradley_terry,1.000,0.446,497.812
13528,850,mse,0.772,0.924,0.150
13529,850,bradley_terry,1.000,0.438,1285.903
13530,850,mse,0.688,0.944,0.110
13531,850,bradley_terry,1.000,0.446,524.979
13532,850,mse,0.805,0.911,0.181
13533,850,bradley_terry,1.000,0.448,1061.469
13534,850,mse,0.853,0.993,0.014
13535,850,bradley_terry,0.999,0.445,273.626
13536,850,mse,0.738,0.952,0.096
13537,850,bradley_terry,0.999,0.439,506.321
13538,850,mse,0.851,0.981,0.042
13539,850,bradley_terry,1.000,0.441,519.609
13540,850,mse,0.752,0.934,0.135
13541,850,bradley_terry,1.000,0.443,632.812
13542,850,mse,0.863,0.946,0.108
13543,850,bradley_terry,1.000,0.441,326.952
13544,850,mse,0.820,0.902,0.197
